"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Protein Groups"
"False"	"High"	"IsMasterProtein"	"P38315"	"YAP1-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBP1 PE=1 SV=1"	"0.000"	"9.518"	"5"	"2"	"3"	"2"	"674"	"77.7"	"5.60"	"10.75"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P40046"	"Vacuolar transporter chaperone 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VTC1 PE=1 SV=3"	"0.000"	"9.492"	"9"	"2"	"7"	"2"	"129"	"14.4"	"10.52"	"6.47"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P24813"	"AP-1-like transcription factor YAP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAD1 PE=1 SV=2"	"0.000"	"9.487"	"3"	"1"	"2"	"1"	"409"	"45.7"	"7.08"	"4.66"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q92328"	"Mitochondrial distribution and morphology protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDM12 PE=1 SV=2"	"0.000"	"9.449"	"11"	"2"	"3"	"2"	"271"	"30.7"	"4.48"	"10.48"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P53538"	"RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SSU72 PE=1 SV=1"	"0.000"	"9.436"	"8"	"1"	"2"	"1"	"206"	"23.5"	"5.34"	"7.93"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P53224"	"Protein ORM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ORM1 PE=1 SV=1"	"0.000"	"9.420"	"13"	"2"	"3"	"2"	"222"	"25.2"	"6.64"	"6.55"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q00582"	"GTP-binding protein GTR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GTR1 PE=1 SV=1"	"0.000"	"9.418"	"9"	"2"	"6"	"2"	"310"	"35.8"	"8.28"	"13.66"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P53306"	"Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPI1 PE=1 SV=1"	"0.000"	"9.417"	"5"	"3"	"5"	"3"	"609"	"70.3"	"9.10"	"10.59"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P53172"	"Protein SDS23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDS23 PE=1 SV=2"	"0.000"	"9.384"	"14"	"4"	"5"	"4"	"527"	"58.1"	"9.04"	"5.23"	"4"	"1"
"False"	"High"	"IsMasterProtein"	"Q12043"	"Lipase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TGL5 PE=1 SV=1"	"0.000"	"9.369"	"4"	"2"	"3"	"2"	"749"	"84.7"	"9.10"	"2.65"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q04925"	"SVF1-like protein YDR222W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR222W PE=1 SV=1"	"0.000"	"9.366"	"5"	"2"	"4"	"2"	"415"	"47.4"	"8.34"	"12.62"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P31374"	"Serine/threonine-protein kinase PSK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSK1 PE=1 SV=2"	"0.000"	"9.338"	"1"	"2"	"4"	"1"	"1356"	"152.2"	"5.72"	"6.97"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P38291"	"Ribonucleases P/MRP protein subunit POP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=POP7 PE=1 SV=1"	"0.000"	"9.331"	"16"	"2"	"4"	"2"	"140"	"15.8"	"9.32"	"8.11"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P53629"	"Sterol O-acyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARE2 PE=1 SV=1"	"0.000"	"9.329"	"3"	"2"	"7"	"2"	"642"	"74.0"	"7.72"	"13.98"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q02873"	"UPF0651 protein YPL107W, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL107W PE=1 SV=1"	"0.000"	"9.319"	"10"	"3"	"6"	"3"	"248"	"28.6"	"9.48"	"13.17"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"Q06628"	"Autophagy-related protein 13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG13 PE=1 SV=1"	"0.000"	"9.301"	"3"	"1"	"1"	"1"	"738"	"83.2"	"7.02"	"4.89"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P53379"	"Aspartic proteinase MKC7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MKC7 PE=1 SV=2"	"0.000"	"9.295"	"2"	"1"	"8"	"1"	"596"	"64.2"	"4.75"	"27.50"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q12004"	"General transcription and DNA repair factor IIH subunit TFB4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFB4 PE=1 SV=1"	"0.000"	"9.289"	"4"	"1"	"4"	"1"	"338"	"37.4"	"8.78"	"16.55"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P19881"	"4-nitrophenylphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO13 PE=1 SV=2"	"0.000"	"9.252"	"5"	"1"	"2"	"1"	"312"	"34.6"	"6.38"	"8.35"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P33204"	"Actin-related protein 2/3 complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC19 PE=1 SV=2"	"0.000"	"9.226"	"7"	"1"	"2"	"1"	"171"	"19.9"	"5.40"	"6.88"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P34239"	"Protein LST4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LST4 PE=1 SV=1"	"0.000"	"9.222"	"4"	"2"	"3"	"2"	"828"	"93.3"	"8.66"	"8.43"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P38263"	"Vacuolar import and degradation protein 24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VID24 PE=1 SV=1"	"0.000"	"9.216"	"6"	"1"	"2"	"1"	"362"	"41.2"	"6.74"	"9.35"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P32893"	"Trafficking protein particle complex II-specific subunit 65 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRS65 PE=1 SV=1"	"0.000"	"9.216"	"6"	"2"	"3"	"2"	"560"	"63.3"	"8.82"	"6.73"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P53280"	"Protein CAF130 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAF130 PE=1 SV=1"	"0.000"	"9.205"	"2"	"2"	"3"	"2"	"1122"	"128.7"	"5.11"	"2.32"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P53203"	"Peroxisomal membrane protein PEX31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX31 PE=1 SV=1"	"0.000"	"9.204"	"6"	"1"	"2"	"1"	"462"	"52.9"	"9.32"	"12.25"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P39953"	"Mitochondrial nicotinamide adenine dinucleotide transporter 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YEA6 PE=1 SV=1"	"0.000"	"9.200"	"5"	"1"	"3"	"1"	"335"	"36.9"	"9.70"	"2.68"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P33734"	"Imidazole glycerol phosphate synthase hisHF OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS7 PE=1 SV=2"	"0.000"	"9.189"	"7"	"3"	"4"	"3"	"552"	"61.0"	"5.49"	"6.03"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P39531"	"Recyclin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RCY1 PE=1 SV=4"	"0.000"	"9.175"	"5"	"2"	"3"	"2"	"840"	"97.4"	"5.80"	"11.76"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q12486"	"Uncharacterized hydrolase YOR131C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YOR131C PE=1 SV=1"	"0.000"	"9.166"	"8"	"1"	"4"	"1"	"218"	"24.8"	"6.64"	"10.41"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P25270"	"rRNA methyltransferase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRM1 PE=1 SV=2"	"0.000"	"9.127"	"5"	"2"	"6"	"2"	"412"	"46.4"	"9.17"	"11.98"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P80667"	"Peroxisomal membrane protein PAS20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX13 PE=1 SV=1"	"0.000"	"9.111"	"3"	"2"	"3"	"2"	"386"	"42.7"	"8.98"	"6.90"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q12192"	"Repression factor of MSEs protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFM1 PE=1 SV=1"	"0.000"	"9.105"	"10"	"2"	"7"	"2"	"310"	"35.2"	"9.06"	"15.18"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P38954"	"Inositolphosphotransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IPT1 PE=1 SV=2"	"0.000"	"9.083"	"2"	"1"	"4"	"1"	"527"	"60.8"	"7.88"	"14.67"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P25625"	"Protein PER1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PER1 PE=1 SV=1"	"0.000"	"9.066"	"7"	"2"	"6"	"2"	"357"	"42.5"	"6.87"	"15.42"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q12039"	"ATP-dependent DNA helicase HMI1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HMI1 PE=1 SV=1"	"0.000"	"9.065"	"4"	"2"	"3"	"2"	"706"	"80.5"	"8.60"	"7.49"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q04411"	"Uracil catabolism protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URC2 PE=1 SV=1"	"0.000"	"9.058"	"3"	"2"	"4"	"2"	"772"	"88.6"	"7.94"	"7.96"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q99186"	"AP-2 complex subunit mu OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APM4 PE=1 SV=1"	"0.000"	"9.049"	"3"	"1"	"4"	"1"	"491"	"55.4"	"8.25"	"13.22"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P53273"	"Uncharacterized vacuolar membrane protein YGR125W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR125W PE=1 SV=1"	"0.000"	"9.046"	"3"	"1"	"4"	"1"	"1036"	"116.9"	"7.37"	"15.74"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q02771"	"Protein PET117, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET117 PE=1 SV=1"	"0.000"	"9.018"	"24"	"2"	"3"	"2"	"107"	"12.3"	"9.36"	"5.39"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q08119"	"Protein ESC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ESC8 PE=1 SV=1"	"0.000"	"9.009"	"2"	"1"	"4"	"1"	"714"	"82.1"	"6.92"	"16.71"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P15367"	"Signal peptidase complex catalytic subunit SEC11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC11 PE=1 SV=2"	"0.000"	"8.998"	"10"	"1"	"2"	"1"	"167"	"18.8"	"9.16"	"7.12"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"O13525"	"Ubiquinone biosynthesis protein COQ4, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COQ4 PE=1 SV=2"	"0.000"	"8.998"	"7"	"2"	"4"	"2"	"335"	"38.6"	"9.66"	"9.50"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P53099"	"Vitamin B6 transporter TPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPN1 PE=1 SV=1"	"0.000"	"8.951"	"2"	"1"	"4"	"1"	"579"	"64.5"	"8.68"	"10.39"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P13574"	"Protein STE12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE12 PE=1 SV=1"	"0.000"	"8.948"	"4"	"2"	"5"	"2"	"688"	"77.8"	"5.68"	"17.55"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P37298"	"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDH4 PE=1 SV=1"	"0.000"	"8.909"	"7"	"1"	"2"	"1"	"181"	"20.2"	"8.90"	"3.84"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P38318"	"Uncharacterized membrane protein YBR220C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR220C PE=1 SV=1"	"0.000"	"8.908"	"6"	"1"	"1"	"1"	"560"	"63.0"	"9.13"	"6.03"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P40218"	"Uncharacterized protein YMR147W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR147W PE=1 SV=1"	"0.000"	"8.904"	"14"	"2"	"6"	"2"	"223"	"25.9"	"7.23"	"5.05"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q04370"	"Peroxisome assembly protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX12 PE=1 SV=1"	"0.000"	"8.878"	"4"	"1"	"2"	"1"	"399"	"46.0"	"9.14"	"8.10"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P53265"	"Uncharacterized protein YGR111W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR111W PE=1 SV=1"	"0.000"	"8.876"	"6"	"3"	"8"	"3"	"400"	"46.6"	"6.37"	"10.05"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P53943"	"Probable transporter AQR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AQR1 PE=1 SV=1"	"0.000"	"8.872"	"2"	"2"	"4"	"2"	"586"	"65.3"	"8.81"	"9.14"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P47150"	"37S ribosomal protein S7, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM7 PE=1 SV=1"	"0.000"	"8.866"	"6"	"1"	"2"	"1"	"247"	"27.8"	"9.73"	"11.37"	"1"	"1"
"False"	"High"	"None"	"P41939"	"Isocitrate dehydrogenase [NADP] cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDP2 PE=1 SV=2"	"0.000"	"8.848"	"3"	"1"	"12"	"1"	"412"	"46.5"	"6.19"	"29.95"	"1"	"1"
"False"	"High"	"None"	"P53982"	"Isocitrate dehydrogenase [NADP] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDP3 PE=3 SV=1"	"0.000"	"8.848"	"3"	"1"	"12"	"1"	"420"	"47.8"	"9.22"	"29.95"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q04734"	"pH-response regulator protein palI/RIM9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIM9 PE=1 SV=1"	"0.000"	"8.843"	"9"	"1"	"2"	"1"	"239"	"26.7"	"6.25"	"8.18"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P53333"	"Pre-mRNA-splicing factor CWC22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CWC22 PE=1 SV=1"	"0.000"	"8.836"	"4"	"2"	"6"	"2"	"577"	"67.3"	"6.86"	"14.38"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q03193"	"Uncharacterized membrane protein YDR090C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR090C PE=1 SV=1"	"0.000"	"8.836"	"10"	"2"	"3"	"2"	"310"	"34.6"	"5.92"	"9.66"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P38760"	"RNA-binding protein MIP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIP6 PE=1 SV=1"	"0.000"	"8.821"	"3"	"2"	"4"	"2"	"659"	"75.9"	"9.44"	"9.96"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P32432"	"Transcription factor SFP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SFP1 PE=1 SV=1"	"0.000"	"8.798"	"3"	"2"	"6"	"2"	"683"	"74.7"	"6.70"	"10.81"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P40031"	"Sporulation-specific protein 73 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPO73 PE=3 SV=1"	"0.000"	"8.783"	"9"	"1"	"2"	"1"	"143"	"16.6"	"8.13"	"6.57"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P53184"	"Nicotinamidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PNC1 PE=1 SV=1"	"0.000"	"8.782"	"9"	"1"	"6"	"1"	"216"	"25.0"	"6.27"	"16.79"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P40019"	"Histone H2A.Z-specific chaperone CHZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CHZ1 PE=1 SV=2"	"0.000"	"8.776"	"18"	"2"	"6"	"2"	"153"	"17.5"	"4.56"	"5.02"	"2"	"1"
"False"	"High"	"None"	"Q3E7Y5"	"Uncharacterized helicase-like protein YBL111C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBL111C PE=1 SV=1"	"0.000"	"8.775"	"3"	"1"	"3"	"1"	"667"	"76.2"	"8.57"	"6.36"	"1"	"1"
"False"	"High"	"None"	"P38899"	"Uncharacterized protein YHR218W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHR218W PE=4 SV=1"	"0.000"	"8.775"	"3"	"1"	"3"	"1"	"603"	"68.8"	"8.63"	"6.36"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P39735"	"Single-strand annealing weakened protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAW1 PE=1 SV=1"	"0.000"	"8.766"	"8"	"1"	"2"	"1"	"261"	"29.8"	"9.33"	"7.28"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P40006"	"Increased recombination centers protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IRC22 PE=1 SV=1"	"0.000"	"8.748"	"5"	"1"	"6"	"1"	"225"	"25.0"	"4.75"	"14.93"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P39995"	"Chromatin modification-related protein EAF5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EAF5 PE=1 SV=1"	"0.000"	"8.744"	"5"	"1"	"2"	"1"	"279"	"31.6"	"8.25"	"7.28"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q99177"	"Pre-mRNA-splicing factor BRR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BRR1 PE=1 SV=1"	"0.000"	"8.730"	"4"	"1"	"4"	"1"	"341"	"39.8"	"6.61"	"19.41"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P31109"	"Synaptobrevin homolog 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNC1 PE=1 SV=1"	"0.000"	"8.726"	"17"	"2"	"2"	"2"	"117"	"13.2"	"8.16"	"7.24"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P47131"	"TMEM14 protein homolog YJR085C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR085C PE=1 SV=1"	"0.000"	"8.712"	"22"	"1"	"5"	"1"	"105"	"11.2"	"9.41"	"23.94"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P52892"	"Probable alanine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALT2 PE=1 SV=1"	"0.000"	"8.690"	"3"	"1"	"2"	"1"	"507"	"56.7"	"5.78"	"10.27"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P53285"	"Vacuolar protein sorting-associated protein 62 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS62 PE=1 SV=1"	"0.000"	"8.647"	"4"	"1"	"4"	"1"	"467"	"54.5"	"8.12"	"9.08"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q06991"	"Protein PUN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PUN1 PE=1 SV=1"	"0.000"	"8.620"	"7"	"1"	"2"	"1"	"263"	"29.2"	"8.51"	"8.70"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P50944"	"Vacuolar amino acid transporter 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AVT4 PE=1 SV=1"	"0.000"	"8.611"	"4"	"2"	"3"	"2"	"713"	"80.0"	"9.31"	"8.48"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P36147"	"Presequence translocated-associated motor subunit PAM17, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAM17 PE=1 SV=1"	"0.000"	"8.604"	"7"	"1"	"4"	"1"	"197"	"22.0"	"9.67"	"17.65"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P26755"	"Replication factor A protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RFA3 PE=1 SV=1"	"0.000"	"8.597"	"14"	"1"	"2"	"1"	"122"	"13.8"	"4.79"	"8.11"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q02983"	"RNA polymerase I-specific transcription initiation factor RRN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRN5 PE=1 SV=1"	"0.000"	"8.585"	"6"	"2"	"5"	"2"	"363"	"41.7"	"6.86"	"10.60"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P39547"	"ULP1-interacting protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UIP3 PE=1 SV=1"	"0.000"	"8.572"	"9"	"1"	"2"	"1"	"235"	"27.1"	"6.14"	"5.87"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q08826"	"Sorting nexin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNX3 PE=1 SV=1"	"0.000"	"8.569"	"19"	"2"	"4"	"2"	"162"	"18.8"	"9.22"	"12.40"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P38910"	"10 kDa heat shock protein, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP10 PE=1 SV=1"	"0.000"	"8.551"	"13"	"1"	"3"	"1"	"106"	"11.4"	"9.00"	"11.00"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P32522"	"Pentatricopeptide repeat-containing protein PET309, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PET309 PE=1 SV=1"	"0.000"	"8.539"	"3"	"2"	"4"	"2"	"965"	"112.6"	"9.29"	"4.97"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"P38266"	"Altered inheritance of mitochondria protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM3 PE=1 SV=3"	"0.000"	"8.520"	"2"	"1"	"2"	"1"	"947"	"103.8"	"9.25"	"8.55"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q08416"	"Increased recombination centers protein 23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IRC23 PE=1 SV=1"	"0.000"	"8.479"	"8"	"1"	"2"	"1"	"157"	"18.1"	"9.10"	"5.94"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"P47173"	"Uncharacterized protein YJR142W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR142W PE=1 SV=1"	"0.000"	"8.479"	"5"	"2"	"3"	"2"	"342"	"39.7"	"5.44"	"3.93"	"2"	"1"
"False"	"High"	"IsMasterProtein"	"Q04322"	"Probable GTPase-activating protein GYL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GYL1 PE=1 SV=1"	"0.000"	"8.462"	"5"	"3"	"5"	"3"	"720"	"82.1"	"5.38"	"5.19"	"3"	"1"
"False"	"High"	"IsMasterProtein"	"P53174"	"Pheromone-regulated membrane protein 8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRM8 PE=1 SV=1"	"0.000"	"8.462"	"16"	"1"	"1"	"1"	"237"	"27.2"	"5.12"	"7.51"	"1"	"1"
"False"	"High"	"IsMasterProteinCandidate"	"P39551"	"Pheromone-regulated membrane protein 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRM9 PE=1 SV=1"	"0.000"	"8.462"	"12"	"1"	"1"	"1"	"298"	"35.1"	"8.02"	"7.51"	"1"	"1"
"False"	"High"	"IsMasterProtein"	"Q92325"	"Cullin-associated NEDD8-dissociated protein 1 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LAG2 PE=1 SV=2"	"0.000"	"8.456"	"3"	"1"	"2"	"1"	"660"	"75.6"	"4.75"	"5.42"	"1"	"1"
