PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME
P47142	Q06696	1	0	Structure	1w7p	1	C	0	91.5	98.5	1	199	-	D	0	100.0	30.2	396	566	-	P47142-Q06696-EXP-1w7p.pdb1-C-0-D-0.pdb
P47142	Q12483	1	0	Structure	1w7p	1	B	0	91.5	98.5	1	199	-	A	0	100.0	91.4	20	232	-	P47142-Q12483-EXP-1w7p.pdb1-B-0-A-0.pdb
P47160	P47160	1	0	Structure	3onl	1	B	0	100.0	33.3	28	163	-	A	0	100.0	33.3	28	163	-	P47160-P47160-EXP-3onl.pdb1-B-0-A-0.pdb
P47160	Q04338	1	0	Structure	3onl	1	A	0	100.0	33.3	28	163	-	C	0	100.0	43.8	3	97	-	P47160-Q04338-EXP-3onl.pdb1-A-0-C-0.pdb
P47165	P47165	1	0	Model	2xbu	1	B	0	55.0	98.1	5	209	-	A	0	54.0	98.1	5	209	-	P47165-P47165-MDL-2xbu.pdb1-B-0-A-0.pdb
P47822	Q06213	1	0	Structure	5oqm	1	n	0	100.0	97.1	3	138	-	k	0	92.7	87.3	12	148	-	P47822-Q06213-EXP-5oqm.pdb1-n-0-k-0.pdb
P47822	Q08278	1	0	Structure	1ykh	1	B	0	86.0	92.1	2	130	-	A	0	100.0	42.8	111	205	-	P47822-Q08278-EXP-1ykh.pdb1-B-0-A-0.pdb
P47822	Q12343	1	0	Structure	5oqm	1	n	0	100.0	97.1	3	138	-	h	0	71.9	56.3	41	200	-	P47822-Q12343-EXP-5oqm.pdb1-n-0-h-0.pdb
P48240	P53256	1	0	Structure	5jea	1	F	0	85.7	98.0	5	249	-	D	0	100.0	100.0	1	223	-	P48240-P53256-EXP-5jea.pdb1-F-0-D-0.pdb
P48240	P53859	1	0	Structure	5jea	1	F	0	85.7	98.0	5	249	-	I	0	81.6	98.6	5	292	-	P48240-P53859-EXP-5jea.pdb1-F-0-I-0.pdb
P48240	Q05636	1	0	Dom_dom_model	3m85	-	G	-	10.4	48.0	44	186	RNase_PH	D	-	14.3	41.3	32	165	RNase_PH	P48240-Q05636-MDD-RNase_PH-RNase_PH-3m85-G-31-166-D-25-154.pdb
P48240	Q08491	1	0	Structure	5jea	1	F	0	85.7	98.0	5	249	-	K	0	72.3	15.8	116	233	-	P48240-Q08491-EXP-5jea.pdb1-F-0-K-0.pdb
P48240	Q12149	1	0	Structure	4ifd	1	F	0	86.5	98.0	4	248	-	K	0	92.0	12.0	532	619	-	P48240-Q12149-EXP-4ifd.pdb1-F-0-K-0.pdb
P48240	Q12277	1	0	Structure	5jea	1	F	0	85.7	98.0	5	249	-	E	0	95.8	100.0	1	265	-	P48240-Q12277-EXP-5jea.pdb1-F-0-E-0.pdb
P48363	P53900	1	0	Dom_dom_model	1fxk	-	C	-	14.7	58.8	48	176	Prefoldin	A	-	16.8	78.3	19	119	Prefoldin_2	P48363-P53900-MDD-Prefoldin-Prefoldin_2-1fxk-C-17-135-A-8-109.pdb
P48415	P48415	1	0	Structure	3mzk	1	B	0	95.5	18.4	988	1390	-	C	0	95.0	18.3	990	1390	-	P48415-P48415-EXP-3mzk.pdb1-B-0-C-0.pdb
P48415	Q04491	1	0	Structure	3mzk	1	B	0	95.5	18.4	988	1390	-	A	0	100.0	100.0	1	297	-	P48415-Q04491-EXP-3mzk.pdb1-B-0-A-0.pdb
P48510	P48510	1	0	Structure	2bwe	1	T	0	100.0	19.6	2	74	-	D	0	100.0	11.8	328	371	-	P48510-P48510-EXP-2bwe.pdb1-T-0-D-0.pdb
P48510	P54860	1	0	Structure	3m63	1	B	0	100.0	19.3	3	74	-	A	0	99.2	99.4	1	955	-	P48510-P54860-EXP-3m63.pdb1-B-0-A-0.pdb
P48561	P53632	1	0	Dom_dom_model	1ylq	-	B	-	12.3	13.7	202	309	NTP_transf_2	A	-	14.9	15.8	205	316	NTP_transf_2	P48561-P53632-MDD-NTP_transf_2-NTP_transf_2-1ylq-B-1-90-A-1-90.pdb
P48570	P48570	1	0	Model	3mi3	1	B	0	76.4	89.0	13	393	-	A	0	77.1	88.8	13	392	-	P48570-P48570-MDL-3mi3.pdb1-B-0-A-0.pdb
P48570	Q12122	1	0	Model	3ivt	1	B	0	77.8	91.6	2	393	-	A	0	78.3	90.0	11	406	-	P48570-Q12122-MDL-3ivt.pdb1-B-0-A-0.pdb
P48606	P48606	1	0	Structure	1qsd	1	B	0	100.0	96.2	4	105	-	A	0	100.0	96.2	4	105	-	P48606-P48606-EXP-1qsd.pdb1-B-0-A-0.pdb
P49017	P49017	1	0	Structure	4obx	1	B	0	100.0	76.5	73	307	-	A	0	100.0	76.5	73	307	-	P49017-P49017-EXP-4obx.pdb1-B-0-A-0.pdb
P49167	Q04660	1	0	Structure	6em5	1	k	0	100.0	98.7	2	78	-	m	0	94.4	84.6	125	807	-	P49167-Q04660-EXP-6em5.pdb1-k-0-m-0.pdb
P49435	P49435	1	0	Structure	1g2q	1	B	0	99.4	95.2	1	178	-	A	0	99.4	95.2	1	178	-	P49435-P49435-EXP-1g2q.pdb1-B-0-A-0.pdb
P49686	Q12315	1	0	Structure	6b4e	2	C	0	100.0	7.9	397	430	-	A	0	99.7	55.0	243	538	-	P49686-Q12315-EXP-6b4e.pdb2-C-0-A-0.pdb
P49687	P49687	1	0	Structure	3bg1	3	F	0	100.0	32.1	736	1158	-	G	0	99.3	32.1	736	1158	-	P49687-P49687-EXP-3bg1.pdb3-F-0-G-0.pdb
P49687	P52891	1	0	Structure	3iko	1	B	0	100.0	32.5	731	1158	-	C	0	96.1	60.1	7	442	-	P49687-P52891-EXP-3iko.pdb1-B-0-C-0.pdb
P49687	P53011	1	0	Dom_dom_model	3bg1	-	C	-	85.3	19.0	898	1149	Nup96	D	-	54.5	8.3	303	332	WD40	P49687-P53011-MDD-Nup96-WD40-3bg1-C-292-544-D-254-290.pdb
P49687	Q04491	1	0	Structure	3iko	1	B	0	100.0	32.5	731	1158	-	A	0	95.8	96.3	8	293	-	P49687-Q04491-EXP-3iko.pdb1-B-0-A-0.pdb
P49704	Q06819	1	0	Structure	5gap	1	F	0	100.0	84.0	43	457	-	D	0	100.0	97.9	2	141	-	P49704-Q06819-EXP-5gap.pdb1-F-0-D-0.pdb
P49723	P49723	1	0	Structure	1sms	1	B	0	97.2	93.6	3	325	-	A	0	97.2	93.6	3	325	-	P49723-P49723-EXP-1sms.pdb1-B-0-A-0.pdb
P49775	P49775	1	0	Dom_dom_model	3ano	-	A	-	40.0	42.7	16	104	HIT	B	-	40.0	42.7	16	104	HIT	P49775-P49775-MDD-HIT-HIT-3ano-A-65-161-B-65-161.pdb
P49954	P49954	1	0	Structure	1f89	1	B	0	96.4	96.6	2	282	-	A	0	96.4	96.6	2	282	-	P49954-P49954-EXP-1f89.pdb1-B-0-A-0.pdb
P49955	Q02554	1	0	Structure	5zwo	1	1	0	100.0	84.0	156	971	-	2	0	85.8	56.4	131	376	-	P49955-Q02554-EXP-5zwo.pdb1-1-0-2-0.pdb
P49955	Q04693	1	0	Structure	5zwo	1	1	0	100.0	84.0	156	971	-	3	0	90.4	96.0	56	1361	-	P49955-Q04693-EXP-5zwo.pdb1-1-0-3-0.pdb
P49955	Q06835	1	0	Structure	6g90	1	O	0	99.2	86.5	132	971	-	S	0	100.0	96.3	2	104	-	P49955-Q06835-EXP-6g90.pdb1-O-0-S-0.pdb
P49955	Q07350	1	0	Structure	5zwo	1	1	0	100.0	84.0	156	971	-	v	0	79.1	82.7	34	253	-	P49955-Q07350-EXP-5zwo.pdb1-1-0-v-0.pdb
P49957	P53738	1	0	Model	5cm2	1	Z	0	41.4	90.0	28	278	-	M	0	48.5	96.3	1	130	-	P49957-P53738-MDL-5cm2.pdb1-Z-0-M-0.pdb
P49960	P49960	1	0	Structure	2ghp	1	B	0	93.6	56.5	41	291	-	C	0	90.8	56.5	41	291	-	P49960-P49960-EXP-2ghp.pdb1-B-0-C-0.pdb
P49960	P53905	1	0	Structure	5vsu	1	A	0	92.1	94.4	26	444	-	G	0	87.5	69.6	26	105	-	P49960-P53905-EXP-5vsu.pdb1-A-0-G-0.pdb
P50094	P50094	1	0	Dom_dom_model	3nqr	-	B	-	23.5	7.8	127	171	CBS	C	-	23.5	7.8	127	171	CBS	P50094-P50094-MDD-CBS-CBS-3nqr-B-140-190-C-138-190.pdb
P50094	P50095	1	0	Dom_dom_model	4z87	-	B	-	58.7	65.8	37	513	IMPDH	A	-	58.5	66.0	36	512	IMPDH	P50094-P50095-MDD-IMPDH-IMPDH-4z87-B-35-511-A-35-511.pdb
P50095	P50095	1	0	Model	4z87	1	B	1	75.7	98.3	5	518	-	B	3	75.7	98.3	5	518	-	P50095-P50095-MDL-4z87.pdb1-B-1-B-3.pdb
P50102	P50102	1	0	Structure	4fip	1	E	0	93.4	100.0	1	471	-	A	0	95.1	100.0	1	471	-	P50102-P50102-EXP-4fip.pdb1-E-0-A-0.pdb
P50102	P53165	1	0	Structure	3mhs	1	A	0	96.4	100.0	1	471	-	E	0	94.5	13.9	5	95	-	P50102-P53165-EXP-3mhs.pdb1-A-0-E-0.pdb
P50102	Q03067	1	0	Structure	3mhs	1	A	0	96.4	100.0	1	471	-	C	0	100.0	93.9	3	95	-	P50102-Q03067-EXP-3mhs.pdb1-A-0-C-0.pdb
P50102	Q6WNK7	1	0	Structure	3mhs	1	A	0	96.4	100.0	1	471	-	B	0	100.0	94.8	5	95	-	P50102-Q6WNK7-EXP-3mhs.pdb1-A-0-B-0.pdb
P50105	Q03761	1	0	Dom_dom_model	6mzm	-	D	-	12.3	30.2	185	304	TAF4	R	-	50.7	12.6	416	488	TFIID_20kDa	P50105-Q03761-MDD-TAF4-TFIID_20kDa-6mzm-D-870-1007-R-59-126.pdb
P50264	P50264	1	0	Structure	1rsg	1	B	0	95.2	98.6	8	508	-	A	0	92.4	99.0	6	508	-	P50264-P50264-EXP-1rsg.pdb1-B-0-A-0.pdb
P50623	P50623	1	0	Structure	2gjd	1	B	0	100.0	99.4	2	157	-	A	0	100.0	98.7	3	157	-	P50623-P50623-EXP-2gjd.pdb1-B-0-A-0.pdb
P50623	P52488	1	0	Structure	3ong	1	B	0	100.0	100.0	1	157	-	C	0	100.0	17.8	439	551	-	P50623-P52488-EXP-3ong.pdb1-B-0-C-0.pdb
P50623	Q04195	1	0	Structure	5jne	2	F	0	98.1	99.4	1	156	-	E	0	95.5	31.6	173	458	-	P50623-Q04195-EXP-5jne.pdb2-F-0-E-0.pdb
P50623	Q06340	1	0	Dom_dom_model	5jne	-	B	-	95.7	86.6	8	148	UQ_con	A	-	21.7	14.9	386	453	Rad60-SLD	P50623-Q06340-MDD-UQ_con-Rad60-SLD-5jne-B-8-152-A-455-525.pdb
P50623	Q12216	1	0	Model	5jne	2	F	0	98.1	99.4	1	156	-	E	0	43.8	44.6	156	479	-	P50623-Q12216-MDL-5jne.pdb2-F-0-E-0.pdb
P50623	Q12306	1	0	Structure	2eke	1	A	0	100.0	98.1	3	156	-	C	0	100.0	82.2	13	95	-	P50623-Q12306-EXP-2eke.pdb1-A-0-C-0.pdb
P50861	P50861	1	0	Structure	1ejb	1	B	0	100.0	99.4	2	169	-	C	0	100.0	99.4	2	169	-	P50861-P50861-EXP-1ejb.pdb1-B-0-C-0.pdb
P50874	P53091	1	0	Structure	5v8f	1	E	0	87.6	99.4	1	476	-	6	0	79.1	86.1	103	978	-	P50874-P53091-EXP-5v8f.pdb1-E-0-6-0.pdb
P50874	P54784	1	0	Structure	5zr1	1	E	0	96.0	100.0	1	479	-	A	0	88.2	61.3	355	914	-	P50874-P54784-EXP-5zr1.pdb1-E-0-A-0.pdb
P50874	P54790	1	0	Structure	5zr1	1	E	0	96.0	100.0	1	479	-	C	0	96.8	97.7	15	616	-	P50874-P54790-EXP-5zr1.pdb1-E-0-C-0.pdb
P50874	P54791	1	0	Structure	5zr1	1	E	0	96.0	100.0	1	479	-	D	0	90.5	91.5	46	529	-	P50874-P54791-EXP-5zr1.pdb1-E-0-D-0.pdb
P51533	Q02785	1	0	Dom_dom_model	6hzm	-	B	-	18.1	13.2	1241	1456	ABC2_membrane	A	-	17.5	13.7	492	705	ABC2_membrane	P51533-Q02785-MDD-ABC2_membrane-ABC2_membrane-6hzm-B-375-586-A-375-586.pdb
P51534	P51534	1	0	Structure	3opb	1	B	0	93.2	99.1	6	787	-	A	0	92.9	99.7	2	788	-	P51534-P51534-EXP-3opb.pdb1-B-0-A-0.pdb
P51601	P51601	1	0	Model	1fb1	1	D	1	62.6	81.1	42	238	-	B	0	62.6	81.1	42	238	-	P51601-P51601-MDL-1fb1.pdb1-D-1-B-0.pdb
P51996	P51996	1	0	Structure	3rwo	3	B	0	99.4	77.5	7	178	-	A	0	99.4	76.6	9	178	-	P51996-P51996-EXP-3rwo.pdb3-B-0-A-0.pdb
P51996	Q08484	1	0	Dom_dom_model	4hlq	-	D	-	52.2	72.1	15	174	Ras	C	-	14.3	30.0	285	508	RabGAP-TBC	P51996-Q08484-MDD-Ras-RabGAP-TBC-4hlq-D-10-171-C-63-266.pdb
P52286	P52286	1	0	Model	5v4b	2	A	0	43.4	97.4	4	192	-	A	1	43.4	97.4	4	192	-	P52286-P52286-MDL-5v4b.pdb2-A-0-A-1.pdb
P52286	Q04511	1	0	Dom_dom_model	5vzu	-	A	-	66.7	24.7	144	191	Skp1	B	-	34.8	6.6	9	52	F-box-like	P52286-Q04511-MDD-Skp1-F-box-like-5vzu-A-1113-1160-B-67-113.pdb
P52286	Q05930	1	0	Dom_dom_model	6byh	-	B	-	66.7	24.7	144	191	Skp1	F	-	14.3	5.9	22	56	F-box	P52286-Q05930-MDD-Skp1-F-box-6byh-B-113-160-F-891-931.pdb
P52286	Q08496	1	0	Dom_dom_model	6byh	-	B	-	66.7	24.7	144	191	Skp1	F	-	20.0	3.8	213	240	F-box	P52286-Q08496-MDD-Skp1-F-box-6byh-B-113-160-F-891-931.pdb
P52488	Q02159	1	0	Dom_dom_model	2nvu	-	B	-	18.5	34.4	19	433	ThiF	C	-	24.5	83.6	8	157	UQ_con	P52488-Q02159-MDD-ThiF-UQ_con-2nvu-B-2031-2348-C-33-168.pdb
P52488	Q06624	1	0	Model	1y8q	1	B	0	38.8	77.4	23	514	-	A	0	32.8	95.4	8	338	-	P52488-Q06624-MDL-1y8q.pdb1-B-0-A-0.pdb
P52490	P53152	1	0	Structure	1jat	1	A	0	100.0	98.7	2	152	-	B	0	97.1	99.3	2	137	-	P52490-P53152-EXP-1jat.pdb1-A-0-B-0.pdb
P52491	Q03919	1	0	Model	4ap4	1	B	0	30.6	76.6	26	169	-	C	0	52.6	98.7	1	76	-	P52491-Q03919-MDL-4ap4.pdb1-B-0-C-0.pdb
P52491	Q12395	1	0	Structure	3tdi	2	C	0	100.0	6.9	1	13	-	B	0	100.0	74.0	70	268	-	P52491-Q12395-EXP-3tdi.pdb2-C-0-B-0.pdb
P52553	P52553	1	0	Model	1fxk	1	B	1	30.6	94.7	6	113	-	A	0	31.5	78.1	6	94	-	P52553-P52553-MDL-1fxk.pdb1-B-1-A-0.pdb
P52553	Q04493	1	0	Dom_dom_model	2zdi	-	B	-	18.8	86.8	4	102	Prefoldin_2	C	-	23.1	71.8	24	141	Prefoldin	P52553-Q04493-MDD-Prefoldin_2-Prefoldin-2zdi-B-9-110-C-21-141.pdb
P52868	Q06411	1	0	Structure	5y88	1	T	0	80.5	47.0	14	146	-	U	0	78.1	88.3	84	708	-	P52868-Q06411-EXP-5y88.pdb1-T-0-U-0.pdb
P52868	Q12417	1	0	Structure	5y88	1	T	0	80.5	47.0	14	146	-	O	0	100.0	74.7	111	447	-	P52868-Q12417-EXP-5y88.pdb1-T-0-O-0.pdb
P52891	Q04491	1	0	Structure	3jro	1	C	0	94.9	54.0	33	424	-	A	0	96.9	97.3	8	296	-	P52891-Q04491-EXP-3jro.pdb1-C-0-A-0.pdb
P52917	P52917	1	0	Structure	6ap1	1	B	0	98.8	74.6	112	437	-	C	0	98.8	74.6	112	437	-	P52917-P52917-EXP-6ap1.pdb1-B-0-C-0.pdb
P52917	Q04272	1	0	Structure	5fvl	1	A	0	100.0	18.8	1	82	-	D	0	100.0	11.8	170	195	-	P52917-Q04272-EXP-5fvl.pdb1-A-0-D-0.pdb
P52917	Q06263	1	0	Structure	3mhv	1	C	0	87.0	26.3	299	413	-	A	0	100.0	12.7	289	330	-	P52917-Q06263-EXP-3mhv.pdb1-C-0-A-0.pdb
P53011	P53011	1	0	Structure	3f3f	1	E	0	87.9	99.1	1	346	-	B	0	88.2	99.1	1	346	-	P53011-P53011-EXP-3f3f.pdb1-E-0-B-0.pdb
P53038	P53038	1	0	Structure	3o4z	6	D	0	83.1	100.0	1	688	-	B	0	83.1	100.0	1	688	-	P53038-P53038-EXP-3o4z.pdb6-D-0-B-0.pdb
P53040	Q05027	1	0	Model	1taf	1	B	1	37.7	11.8	15	75	-	A	1	31.3	42.7	30	96	-	P53040-Q05027-MDL-1taf.pdb1-B-1-A-1.pdb
P53043	P53043	1	0	Structure	3icf	1	B	0	96.2	61.6	191	506	-	A	0	96.2	61.8	191	507	-	P53043-P53043-EXP-3icf.pdb1-B-0-A-0.pdb
P53049	P53049	1	0	Model	2ixf	1	B	0	31.8	17.1	1211	1462	-	A	0	31.8	17.1	1211	1462	-	P53049-P53049-MDL-2ixf.pdb1-B-0-A-0.pdb
P53049	Q02785	1	0	Dom_dom_model	4q4h	-	B	-	16.0	17.7	899	1160	ABC_membrane	A	-	25.0	8.7	863	1012	ABC_tran	P53049-Q02785-MDD-ABC_membrane-ABC_tran-4q4h-B-39-310-A-349-498.pdb
P53068	P53068	1	0	Structure	1gqp	1	B	0	96.9	78.0	30	224	-	A	0	92.8	78.0	30	224	-	P53068-P53068-EXP-1gqp.pdb1-B-0-A-0.pdb
P53081	P53081	1	0	Dom_dom_model	3wsg	-	B	-	20.8	80.9	13	267	NIF3	D	-	20.8	80.9	13	267	NIF3	P53081-P53081-MDD-NIF3-NIF3-3wsg-B-10-243-D-10-243.pdb
P53082	Q03835	1	0	Model	2mma	1	B	0	43.4	60.0	44	115	-	A	0	52.2	36.0	149	238	-	P53082-Q03835-MDL-2mma.pdb1-B-0-A-0.pdb
P53090	P53090	1	0	Structure	4je5	1	B	0	100.0	99.4	2	498	-	A	0	99.2	99.6	2	499	-	P53090-P53090-EXP-4je5.pdb1-B-0-A-0.pdb
P53091	P54791	1	0	Structure	5udb	1	6	0	79.1	86.1	103	978	-	D	0	93.1	90.7	46	525	-	P53091-P54791-EXP-5udb.pdb1-6-0-D-0.pdb
P53104	P53104	1	0	Model	6bku	2	A	0	30.5	32.4	24	314	-	A	1	30.5	32.4	24	314	-	P53104-P53104-MDL-6bku.pdb2-A-0-A-1.pdb
P53104	Q06628	1	0	Model	4p1n	1	B	0	47.8	23.0	689	894	-	D	0	50.9	7.5	463	517	-	P53104-Q06628-MDL-4p1n.pdb1-B-0-D-0.pdb
P53112	P80667	1	0	Structure	2v1r	2	P	0	100.0	2.3	83	90	-	B	0	100.0	17.6	304	371	-	P53112-P80667-EXP-2v1r.pdb2-P-0-B-0.pdb
P53115	P53946	1	0	Dom_dom_model	5nbn	-	H	-	100.0	5.6	473	556	DBINO	A	-	9.7	50.3	38	740	Actin	P53115-P53946-MDD-DBINO-Actin-5nbn-H-472-557-A-15-484.pdb
P53115	P60010	1	0	Structure	5nbn	2	G	0	100.0	5.8	472	557	-	C	0	96.8	98.7	5	374	-	P53115-P60010-EXP-5nbn.pdb2-G-0-C-0.pdb
P53115	P80428	1	0	Structure	5nbn	1	H	0	100.0	5.8	472	557	-	A	0	86.2	96.3	15	485	-	P53115-P80428-EXP-5nbn.pdb1-H-0-A-0.pdb
P53115	Q03940	1	0	Model	6fml	1	G	0	57.1	50.5	698	1449	-	C	0	73.0	94.4	23	459	-	P53115-Q03940-MDL-6fml.pdb1-G-0-C-0.pdb
P53115	Q12386	1	0	Structure	5nbn	1	H	0	100.0	5.8	472	557	-	F	0	95.7	70.9	257	881	-	P53115-Q12386-EXP-5nbn.pdb1-H-0-F-0.pdb
P53131	P53131	1	0	Model	3i4u	1	A	0	45.8	31.0	489	726	-	A	1	45.8	31.0	489	726	-	P53131-P53131-MDL-3i4u.pdb1-A-0-A-1.pdb
P53131	Q04048	1	0	Structure	5y88	1	W	0	99.0	93.2	41	755	-	H	0	84.2	83.1	106	819	-	P53131-Q04048-EXP-5y88.pdb1-W-0-H-0.pdb
P53135	Q08457	1	0	Dom_dom_model	3x37	-	A	-	26.7	17.2	6	121	Sld3_N	B	-	33.1	46.3	3	124	Sld7_N	P53135-Q08457-MDD-Sld3_N-Sld7_N-3x37-A-5-114-B-2-121.pdb
P53136	P53136	1	0	Structure	5sum	3	B	1	92.6	90.3	1	418	-	A	0	92.6	90.3	1	418	-	P53136-P53136-EXP-5sum.pdb3-B-1-A-0.pdb
P53141	P53141	1	0	Structure	1m46	2	A	0	100.0	99.3	2	149	-	A	1	100.0	99.3	2	149	-	P53141-P53141-EXP-1m46.pdb2-A-0-A-1.pdb
P53141	Q06580	1	0	Model	3b32	2	A	0	31.1	49.7	76	149	-	A	1	32.5	47.2	10	86	-	P53141-Q06580-MDL-3b32.pdb2-A-0-A-1.pdb
P53141	Q12280	1	0	Dom_dom_model	2dfs	-	B	-	28.4	38.3	88	144	EF-hand_7	A	-	40.0	1.3	719	737	IQ	P53141-Q12280-MDD-EF-hand_7-IQ-2dfs-B-10-73-A-768-788.pdb
P53144	P53144	1	0	Structure	5yox	1	G	0	82.4	95.3	7	211	-	A	0	86.9	95.8	7	212	-	P53144-P53144-EXP-5yox.pdb1-G-0-A-0.pdb
P53150	P53150	1	0	Structure	1z56	1	B	0	100.0	18.1	156	231	-	A	0	100.0	18.3	159	235	-	P53150-P53150-EXP-1z56.pdb1-B-0-A-0.pdb
P53150	Q08387	1	0	Structure	1z56	1	A	0	100.0	18.3	159	235	-	C	0	92.2	27.2	683	939	-	P53150-Q08387-EXP-1z56.pdb1-A-0-C-0.pdb
P53152	Q02159	1	0	Dom_dom_model	2f4z	-	A	-	21.6	73.7	24	127	UQ_con	B	-	32.9	82.4	10	157	UQ_con	P53152-Q02159-MDD-UQ_con-UQ_con-2f4z-A-33-187-B-36-187.pdb
P53165	Q03067	1	0	Structure	3mhs	1	E	0	94.5	13.9	5	95	-	C	0	100.0	93.9	3	95	-	P53165-Q03067-EXP-3mhs.pdb1-E-0-C-0.pdb
P53165	Q6WNK7	1	0	Structure	3mhs	1	E	0	94.5	13.9	5	95	-	B	0	100.0	94.8	5	95	-	P53165-Q6WNK7-EXP-3mhs.pdb1-E-0-B-0.pdb
P53168	P53267	1	0	Dom_dom_model	6cfz	-	D	-	20.3	27.5	63	131	DASH_Duo1	H	-	40.4	15.2	64	115	DASH_Dam1	P53168-P53267-MDD-DASH_Duo1-DASH_Dam1-6cfz-D-54-121-H-55-107.pdb
P53168	P69850	1	0	Dom_dom_model	6cfz	-	D	-	20.3	27.5	63	131	DASH_Duo1	B	-	44.2	69.1	5	81	DASH_Dad3	P53168-P69850-MDD-DASH_Duo1-DASH_Dad3-6cfz-D-54-121-B-18-82.pdb
P53168	Q03954	1	0	Dom_dom_model	6cfz	-	D	-	20.3	27.5	63	131	DASH_Duo1	I	-	26.7	60.6	6	106	DASH_Spc19	P53168-Q03954-MDD-DASH_Duo1-DASH_Spc19-6cfz-D-54-121-I-8-112.pdb
P53192	Q12154	1	0	Structure	3b2e	2	G	0	100.0	28.5	29	95	-	C	0	96.3	98.0	5	351	-	P53192-Q12154-EXP-3b2e.pdb2-G-0-C-0.pdb
P53195	P53951	1	0	Model	4u6u	2	C	0	49.2	23.3	10	74	-	D	0	34.0	72.2	109	399	-	P53195-P53951-MDL-4u6u.pdb2-C-0-D-0.pdb
P53196	P53196	1	0	Structure	3vl1	3	B	0	99.8	99.8	1	416	-	A	0	99.8	99.8	1	416	-	P53196-P53196-EXP-3vl1.pdb3-B-0-A-0.pdb
P53197	Q08981	1	0	Structure	4bh6	4	C	0	100.0	53.7	245	548	-	K	0	98.5	31.6	60	125	-	P53197-Q08981-EXP-4bh6.pdb4-C-0-K-0.pdb
P53202	Q08273	1	0	Dom_dom_model	3rtr	-	E	-	39.3	7.8	677	734	Cullin_Nedd8	F	-	66.1	45.5	53	111	zf-rbx1	P53202-Q08273-MDD-Cullin_Nedd8-zf-rbx1-3rtr-E-706-768-F-40-98.pdb
P53204	P53204	1	0	Model	1kqn	1	F	0	45.5	58.0	157	385	-	B	0	45.5	58.0	157	385	-	P53204-P53204-MDL-1kqn.pdb1-F-0-B-0.pdb
P53204	Q06178	1	0	Model	1kqn	1	D	0	45.5	58.0	157	385	-	A	0	44.1	57.1	163	391	-	P53204-Q06178-MDL-1kqn.pdb1-D-0-A-0.pdb
P53207	Q03776	1	0	Structure	5zwn	1	X	0	100.0	7.9	3	51	-	T	0	100.0	99.1	2	540	-	P53207-Q03776-EXP-5zwn.pdb1-X-0-T-0.pdb
P53207	Q03782	1	0	Structure	5zwn	1	X	0	100.0	7.9	3	51	-	W	0	92.0	50.6	45	293	-	P53207-Q03782-EXP-5zwn.pdb1-X-0-W-0.pdb
P53215	P53215	1	0	Structure	5xox	1	C	0	100.0	96.6	5	233	-	A	0	100.0	96.6	5	233	-	P53215-P53215-EXP-5xox.pdb1-C-0-A-0.pdb
P53223	P53223	1	0	Dom_dom_model	1iw8	-	E	-	12.7	43.9	74	181	PAP2	F	-	13.6	43.9	74	181	PAP2	P53223-P53223-MDD-PAP2-PAP2-1iw8-E-94-216-F-94-216.pdb
P53228	P53228	1	0	Structure	3cq0	1	B	0	98.4	96.7	12	333	-	A	0	99.1	96.7	12	333	-	P53228-P53228-EXP-3cq0.pdb1-B-0-A-0.pdb
P53235	P53235	1	0	Dom_dom_model	4u1f	-	A	-	18.0	28.7	229	419	eIF2A	B	-	17.9	28.7	229	419	eIF2A	P53235-P53235-MDD-eIF2A-eIF2A-4u1f-A-392-619-B-392-619.pdb
P53236	Q07979	1	0	Dom_dom_model	4a9o	-	A	-	16.0	7.1	258	323	Bromodomain	B	-	11.3	12.2	44	120	Bromodomain	P53236-Q07979-MDD-Bromodomain-Bromodomain-4a9o-A-83-182-B-83-168.pdb
P53252	P53252	1	0	Model	3plt	2	C	0	82.2	62.8	52	264	-	C	1	82.2	62.8	52	264	-	P53252-P53252-MDL-3plt.pdb2-C-0-C-1.pdb
P53252	Q12230	1	0	Model	3plt	2	C	0	82.2	62.8	52	264	-	C	1	100.0	62.5	52	264	-	P53252-Q12230-MDL-3plt.pdb2-C-0-C-1.pdb
P53256	P53859	1	0	Structure	5jea	1	D	0	100.0	100.0	1	223	-	I	0	81.6	98.6	5	292	-	P53256-P53859-EXP-5jea.pdb1-D-0-I-0.pdb
P53256	Q05636	1	0	Structure	5jea	1	D	0	100.0	100.0	1	223	-	A	0	100.0	98.0	2	300	-	P53256-Q05636-EXP-5jea.pdb1-D-0-A-0.pdb
P53256	Q08285	1	0	Structure	5jea	1	D	0	100.0	100.0	1	223	-	G	0	99.1	97.9	1	235	-	P53256-Q08285-EXP-5jea.pdb1-D-0-G-0.pdb
P53260	Q03557	1	0	Structure	4n0h	4	F	0	84.5	80.9	29	176	-	A	0	97.2	98.9	6	464	-	P53260-Q03557-EXP-4n0h.pdb4-F-0-A-0.pdb
